Pos,N_meanings,N_Thesaurus,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,TwitterCDPc,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc.,Conc_M,Conc_SD,Percent_known,N_unknown,N_participants,nobs,accuracy,rt_correct_mean,rt_correct_std,rt_zscore_correct_mean,rt_zscore_correct_std,rank_L2,nobs_L1,acc_L1,rank_L1,diff_L1_L2,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_roots,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,root_famsize,level
noun,2,3,1,2,1,0,3611860,58,1.137254902,213,5.5859,205,0.0228,38,1.2267,37,0.0016,629,17.861,622,0.0616,2.26,1.13,1,0,27,238,0.659663866,1027.592357,517.6295076,-0.55692882,0.423839042,28605,427,0.983606557,15368,13237,8,12,3,2,0,1,1,0,1,0,2486,2,4
noun,4,3,1,2,2,0,7328010,157,3.078431373,350,9.1787,307,0.0341,115,3.7123,114,0.0048,444,12.6078,416,0.0412,4.79,0.5,1,0,28,237,0.953586498,1036.517699,566.4712229,-0.528538328,0.641953626,4661,398,0.994974874,6388,-1727,9,12,2,2,0,1,1,0,3,0,98,5,2
noun,4,7,1,3,2,0,61532852,3058,59.96078431,2839,74.4523,2506,0.2787,1098,35.4443,1054,0.0447,2062,58.5524,1874,0.1855,4.79,0.49,1,0,29,230,0.995652174,863.6812227,455.0843653,-0.75975122,0.534514359,292,351,1,74,218,3,6,1,1,0,1,0,0,0,0,0,32,0
noun,15,5,5,9,4,0,16274039,358,7.019607843,538,14.109,500,0.0556,242,7.8119,239,0.0101,600,17.0375,572,0.0566,4.63,0.74,1,0,27,247,0.95951417,1004.375527,592.895622,-0.594697961,0.615778306,4076,404,0.995049505,6087,-2011,4,7,1,1,0,1,0,0,0,0,0,5,4
verb,15,5,2,6,2,1,16274039,396,7.764705882,538,14.109,500,0.0556,242,7.8119,239,0.0101,600,17.0375,572,0.0566,4.63,0.74,1,0,27,247,0.95951417,1004.375527,592.895622,-0.594697961,0.615778306,4076,404,0.995049505,6087,-2011,4,7,1,1,0,1,0,0,0,0,0,5,4
noun,9,3,2,5,2,0,1024093118,1387,27.19607843,2989,78.386,2664,0.2962,2318,74.8268,2227,0.0944,3091,87.7717,2872,0.2843,3,1.6,1,0,30,216,0.99537037,953.1860465,595.9882963,-0.669399798,0.578677603,371,419,0.992840095,8424,-8053,6,9,1,1,0,1,0,0,0,0,0,7,1
verb,9,3,3,3,4,0,1024093118,945,18.52941176,2989,78.386,2664,0.2962,2318,74.8268,2227,0.0944,3091,87.7717,2872,0.2843,3,1.6,1,0,30,216,0.99537037,953.1860465,595.9882963,-0.669399798,0.578677603,371,419,0.992840095,8424,-8053,6,9,1,1,0,1,0,0,0,0,0,7,1
noun,6,3,1,3,3,0,76445684,1585,31.07843137,6555,171.9037,5522,0.614,10817,349.1811,10448,0.4427,26972,765.8944,23812,2.3571,3.32,1.25,1,0,28,240,0.9875,947.2320675,586.3137437,-0.681482023,0.534707412,1096,407,0.995085995,5931,-4835,6,9,2,1,0,1,0,0,0,0,0,7,1
noun,11,2,2,9,4,0,29066336,3978,78,2145,56.2522,1885,0.2096,1437,46.3875,1398,0.0592,2786,79.111,2561,0.2535,4.78,0.58,1,0,27,267,0.962546816,936.1284047,475.0882269,-0.652565884,0.592380816,3798,423,0.997635934,2106,1692,4,7,1,1,0,1,0,0,0,0,0,4,1
verb,11,2,2,7,3,0,29066336,37,0.725490196,2145,56.2522,1885,0.2096,1437,46.3875,1398,0.0592,2786,79.111,2561,0.2535,4.78,0.58,1,0,27,267,0.962546816,936.1284047,475.0882269,-0.652565884,0.592380816,3798,423,0.997635934,2106,1692,4,7,1,1,0,1,0,0,0,0,0,4,3
adjective,7,7,1,0,0,1,28805149,179,3.509803922,587,15.394,554,0.0616,150,4.8421,148,0.0063,641,18.2018,622,0.0616,2.37,1.35,1,0,30,259,0.988416988,1043.867188,654.7016608,-0.633119353,0.58588614,971,407,1,826,145,9,12,4,1,0,1,0,0,0,0,0,1,2
adverb,1,1,1,0,0,0,3452503,152,2.980392157,398,10.4375,397,0.0441,17,0.5488,17,0.0007,54,1.5334,54,0.0053,2.13,1.33,1,0,30,297,0.962962963,1140.895105,757.771064,-0.497585739,0.663271977,3765,412,0.983009709,15633,-11868,8,11,3,2,0,1,1,0,2,0,2898,7,1
noun,4,3,3,4,2,0,46013973,1502,29.45098039,898,23.5499,819,0.0911,211,6.8112,206,0.0087,2085,59.2055,2006,0.1986,4.54,0.79,1,0,28,257,1,1160.657588,770.0219758,-0.486002079,0.704260981,113,415,0.995180723,5564,-5451,9,12,4,1,0,1,0,0,0,0,0,3,1
noun,14,5,7,14,8,0,232251956,1390,27.25490196,3137,82.2673,2787,0.3099,1137,36.7032,1121,0.0475,2064,58.6092,1958,0.1938,3.24,1.21,1,0,29,248,0.97983871,932.6872428,340.4686381,-0.638250449,0.458101492,1930,414,0.997584541,2436,-506,7,9,2,2,0,1,1,0,3,0,1599,19,0
noun,6,2,1,6,2,0,48746882,360,7.058823529,921,24.1531,786,0.0874,207,6.6821,199,0.0084,1311,37.227,1217,0.1205,3.41,1.18,1,0,29,277,0.963898917,1019.546816,576.3356249,-0.577260408,0.615650404,3673,384,0.9921875,9870,-6197,6,8,2,2,0,1,1,0,2,0,289,19,3
adjective,2,3,2,0,0,3,3463905,25,0.490196078,310,8.1297,281,0.0312,27,0.8716,26,0.0011,176,4.9977,175,0.0173,2.43,1.19,1,0,30,278,0.683453237,1112.694737,722.6377912,-0.429445045,0.627651996,26802,379,0.981530343,16279,10523,7,10,3,1,0,1,0,0,0,0,0,6,4
adjective,12,3,1,0,0,3,62287766,560,10.98039216,976,25.5954,922,0.1025,318,10.2653,310,0.0131,1247,35.4097,1221,0.1209,2.69,1.41,0.962962963,1,27,303,0.96039604,993.2542955,564.230398,-0.653917493,0.50683833,4004,434,0.995391705,4942,-938,6,9,2,1,0,1,0,0,0,0,0,6,3
verb,12,3,5,5,5,1,62287766,680,13.33333333,976,25.5954,922,0.1025,318,10.2653,310,0.0131,1247,35.4097,1221,0.1209,2.69,1.41,0.962962963,1,27,303,0.96039604,993.2542955,564.230398,-0.653917493,0.50683833,4004,434,0.995391705,4942,-938,6,9,2,1,0,1,0,0,0,0,0,6,3
noun,9,2,7,9,5,1,230014019,4792,93.96078431,3092,81.0872,2649,0.2946,1372,44.2892,1325,0.0561,6390,181.4498,5805,0.5746,2.82,1.44,1,0,28,239,0.9958159,947.1638655,521.5681103,-0.676450801,0.571737843,239,400,1,718,-479,8,13,4,2,0,1,1,0,3,0,580,6,2
verb,25,1,16,19,14,0,681410380,130089,2550.764706,50101,1313.8899,44782,4.9797,67025,2163.6188,65499,2.7752,22035,625.7038,20705,2.0495,3.21,1.57,1,0,29,238,0.991596639,855.2161017,368.5987727,-0.771792155,0.460822473,670,382,0.997382199,3998,-3328,3,6,1,1,0,1,0,0,0,0,0,21,0
noun,13,1,3,5,3,0,17788166,360,7.058823529,1064,27.9032,894,0.0994,602,19.433,570,0.0242,1517,43.0766,1270,0.1257,4.71,0.78,1,0,31,268,0.951492537,956.6901961,527.9103603,-0.669503422,0.535430217,4848,404,1,112,4736,4,7,1,1,0,1,0,0,0,0,0,16,2
verb,6,2,2,4,3,0,24135344,934,18.31372549,1807,47.3883,1702,0.1893,716,23.113,682,0.0289,1980,56.2239,1957,0.1937,2.68,1.38,0.961538462,1,26,233,0.948497854,983.8235294,603.4119282,-0.651061592,0.491195896,5129,408,1,229,4900,4,7,1,1,0,1,0,0,0,0,0,3,3
noun,2,7,1,2,1,0,12696541,47,0.921568627,89,2.334,80,0.0089,42,1.3558,40,0.0017,22,0.6247,22,0.0022,3.44,1.25,1,0,27,222,0.932432432,1017.028986,568.5639371,-0.551647517,0.65611719,6596,381,0.994750656,7179,-583,6,8,2,2,0,1,1,0,2,0,2274,3,3
verb,8,4,6,8,5,0,1908868,247,4.843137255,168,4.4058,166,0.0185,100,3.2281,99,0.0042,210,5.9631,207,0.0205,3.97,1.16,1,0,30,275,0.847272727,1126.04721,629.1002006,-0.452296265,0.675468077,13934,371,0.983827493,15273,-1339,5,7,1,1,0,1,0,0,0,0,0,2,4
adverb,1,2,1,0,0,1,2790565,166,3.254901961,294,7.7101,286,0.0318,109,3.5186,109,0.0046,227,6.4459,226,0.0224,1.38,0.73,1,0,29,288,0.84375,1193.36214,1025.257275,-0.498743324,0.708959296,14225,398,0.992462312,9266,4959,6,9,2,1,0,1,0,0,0,0,0,1,4
verb,3,5,1,1,1,0,168673045,116,2.274509804,895,23.4712,843,0.0937,551,17.7867,547,0.0232,977,27.7428,946,0.0936,2.48,1.33,1,0,25,217,0.986175115,826.0233645,221.9212617,-0.784858985,0.326281597,1254,423,0.995271868,5260,-4006,6,9,2,1,0,1,0,0,0,0,0,8,3
noun,5,4,4,5,3,0,75196717,232,4.549019608,1398,36.6623,1301,0.1447,664,21.4344,654,0.0277,1743,49.4941,1693,0.1676,2.34,1.14,1,0,29,237,0.983122363,910.8369099,353.5921075,-0.665495083,0.565205045,1566,447,0.995525727,4749,-3183,9,11,3,2,0,1,1,0,3,0,1599,8,3
adjective,2,1,0,0,0,0,5674677,60,1.176470588,132,3.4617,130,0.0145,71,2.2919,70,0.003,116,3.2939,113,0.0112,2.12,0.93,1,0,25,276,0.985507246,975.8272059,494.2290462,-0.626461001,0.507105351,1314,412,0.992718447,8693,-7379,9,11,3,2,0,1,1,0,3,0,580,8,4
noun,3,6,1,2,2,0,112902176,711,13.94117647,3360,88.1154,3026,0.3365,3055,98.6178,2982,0.1263,527,14.9646,503,0.0498,3.1,1.71,1,0,30,217,0.98156682,950.3380282,498.6490223,-0.666607839,0.591062225,1744,386,0.994818653,6961,-5217,4,7,1,1,0,1,0,0,0,0,0,23,3
verb,9,1,2,8,4,1,137696613,4663,91.43137255,2942,77.1534,2679,0.2979,2464,79.5398,2399,0.1016,3507,99.5844,3351,0.3317,3.35,1.38,0.962962963,1,27,236,0.961864407,959.0748899,560.1125982,-0.629246314,0.686229179,3862,369,1,283,3579,4,6,1,1,0,1,0,0,0,0,0,9,0
noun,2,1,0,2,0,0,19021971,217,4.254901961,305,7.9986,274,0.0305,608,19.6267,601,0.0255,281,7.9792,249,0.0246,3.48,1.33,1,0,29,287,0.905923345,1039.738462,526.3819033,-0.590903949,0.533225802,8883,400,0.995,6258,2625,7,11,3,2,0,1,1,0,2,0,129,8,3
noun,1,1,0,1,1,0,15023107,1679,32.92156863,414,10.8571,385,0.0428,273,8.8127,268,0.0114,1139,32.3429,1069,0.1058,4.59,0.73,1,0,29,255,0.952941176,942.0205761,375.1536264,-0.646665521,0.483535413,4722,407,0.995085995,5935,-1213,7,9,3,2,0,1,1,0,2,0,289,3,4
verb,8,5,8,8,7,0,274103587,9164,179.6862745,4016,105.3189,3734,0.4152,9123,294.4975,8884,0.3764,2543,72.2108,2491,0.2466,2.7,1.23,1,0,27,270,0.977777778,922.8863636,443.3153809,-0.73071358,0.445361306,2160,463,0.993520518,7811,-5651,4,7,1,1,0,1,0,0,0,0,0,3,0
adjective,5,7,2,0,0,1,56934903,1300,25.49019608,1404,36.8197,1322,0.147,1461,47.1622,1428,0.0605,7106,201.7813,6702,0.6634,2.97,1.45,1,0,30,240,0.975,982.5042735,656.7462144,-0.667004901,0.574742423,2494,385,0.98961039,12004,-9510,6,9,2,1,0,1,0,0,0,0,0,2,3
noun,5,6,3,5,3,0,3346679,249,4.882352941,434,11.3816,407,0.0453,117,3.7769,116,0.0049,257,7.2977,255,0.0252,2.87,1.5,1,0,31,246,0.983739837,1019.446281,504.1748437,-0.569158643,0.565433499,1482,395,0.992405063,9432,-7950,9,13,3,3,0,1,2,0,6,0,2536,46,4
noun,9,5,3,5,4,0,52629633,6247,122.4901961,8195,214.9124,7620,0.8473,3451,111.4009,3408,0.1444,4822,136.9251,4674,0.4627,2.61,1.45,1,0,28,242,0.954545455,974.0562771,659.2876995,-0.672658841,0.625318116,4566,381,0.994750656,7147,-2581,5,7,1,1,0,1,0,0,0,0,0,46,1
verb,9,5,2,4,0,0,52629633,467,9.156862745,8195,214.9124,7620,0.8473,3451,111.4009,3408,0.1444,4822,136.9251,4674,0.4627,2.61,1.45,1,0,28,242,0.954545455,974.0562771,659.2876995,-0.672658841,0.625318116,4566,381,0.994750656,7147,-2581,5,7,1,1,0,1,0,0,0,0,0,46,3
adjective,4,7,2,0,0,2,3503935,345,6.764705882,400,10.4899,390,0.0434,64,2.066,63,0.0027,203,5.7644,202,0.02,1.52,0.87,1,0,29,289,0.965397924,991.5197133,470.4274179,-0.645419726,0.51448438,3518,421,1,585,2933,8,12,3,2,0,1,1,0,4,0,872,46,2
adjective,6,7,1,0,0,3,18984710,1148,22.50980392,824,21.6093,782,0.087,323,10.4267,318,0.0135,645,18.3154,636,0.063,2.21,1.4,1,0,28,258,0.992248062,935.8320313,468.6206617,-0.74103065,0.387475537,496,380,1,806,-310,9,12,3,2,0,1,1,0,3,0,580,46,3
noun,4,3,2,3,3,1,14359872,977,19.15686275,1232,32.309,1126,0.1252,690,22.2737,679,0.0288,1489,42.2815,1407,0.1393,3.57,1.32,1,0,28,275,0.974545455,965.5298507,575.7773796,-0.634232746,0.566294582,2550,429,1,686,1864,8,10,2,1,0,1,0,0,0,0,0,3,0
verb,4,3,1,1,1,0,14359872,68,1.333333333,1232,32.309,1126,0.1252,690,22.2737,679,0.0288,1489,42.2815,1407,0.1393,3.57,1.32,1,0,28,275,0.974545455,965.5298507,575.7773796,-0.634232746,0.566294582,2550,429,1,686,1864,8,10,2,1,0,1,0,0,0,0,0,3,3
noun,2,1,1,2,2,0,2460011,162,3.176470588,1567,41.0943,1437,0.1598,201,6.4884,194,0.0082,416,11.8127,407,0.0403,2.1,1.35,1,0,29,259,0.868725869,1131.164444,660.2297994,-0.513020789,0.585322107,12094,373,0.99463807,7418,4676,9,12,3,2,0,1,1,0,4,0,288,8,4
noun,9,1,3,9,6,1,9895531,248,4.862745098,417,10.9358,397,0.0441,143,4.6162,140,0.0059,358,10.1657,343,0.034,2.96,1.43,1,0,27,304,0.957236842,1028.718213,586.2607131,-0.566761487,0.510323444,4315,408,0.992647059,8844,-4529,10,15,4,3,0,1,2,0,6,0,2536,13,4
noun,7,1,3,5,3,0,35643482,427,8.37254902,636,16.679,564,0.0627,124,4.0028,121,0.0051,262,7.4397,258,0.0255,3.1,1.26,1,0,29,288,0.951388889,980.2810219,447.7365925,-0.589222504,0.537189041,4864,383,0.994778068,7086,-2222,8,11,2,1,0,1,0,0,0,0,0,3,3
adjective,6,5,2,0,0,0,26488381,424,8.31372549,409,10.726,354,0.0394,194,6.2625,190,0.0081,286,8.1212,281,0.0278,2.44,1.63,1,0,27,253,0.980237154,1036.258065,712.5908749,-0.62132369,0.60709371,1885,360,0.997222222,4497,-2612,6,12,3,2,0,1,1,0,2,0,1431,6,4
noun,7,3,2,7,5,0,161518557,1025,20.09803922,7791,204.3176,6574,0.731,4717,152.2684,4608,0.1952,9858,279.9268,9094,0.9002,2.92,1.26,1,0,25,240,0.983333333,1026.59322,648.781132,-0.634578569,0.554550625,1544,388,0.99742268,3714,-2170,6,10,2,1,0,1,0,0,0,0,0,1,1
adjective,6,7,2,0,0,2,38316678,7552,148.0784314,3555,93.2293,3387,0.3766,3407,109.9806,3374,0.143,3948,112.107,3859,0.382,2.1,1.21,1,0,29,227,0.991189427,912.6488889,519.0917431,-0.701822988,0.536185017,746,395,1,286,460,7,11,3,1,0,1,0,0,0,0,0,3,1
adverb,2,2,2,0,0,0,14915797,3264,64,3980,104.3748,3867,0.43,7104,229.3226,7052,0.2988,1562,44.3544,1543,0.1527,2,1.15,0.925925926,2,27,259,0.984555985,934.7960784,457.1349212,-0.697610895,0.51291844,1394,411,0.99756691,2584,-1190,9,13,4,2,0,1,1,0,2,0,2898,3,2
noun,2,2,2,2,1,0,4456781,619,12.1372549,451,11.8274,394,0.0438,100,3.2281,95,0.004,126,3.5779,124,0.0123,4.64,0.64,1,0,25,234,0.927350427,1040.990783,617.107305,-0.539037664,0.678788909,7052,428,0.997663551,1928,5124,7,10,2,2,0,1,1,0,3,0,464,43,2
verb,16,3,10,15,10,0,36697856,1897,37.19607843,3386,88.7973,3211,0.3571,1221,39.4148,1196,0.0507,3928,111.5391,3776,0.3738,3.78,1.28,1,0,27,265,0.924528302,1064.657143,833.1452189,-0.542831118,0.641351782,7296,404,0.995049505,6088,1208,5,7,1,1,0,1,0,0,0,0,0,43,1
noun,18,1,9,14,10,1,519537222,3969,77.82352941,5545,145.4167,4827,0.5368,5461,176.2853,5290,0.2241,11124,315.8761,10290,1.0186,2.21,1.26,1,0,29,224,1,930.9151786,482.8495545,-0.716713022,0.542076078,67,393,0.997455471,3494,-3427,7,9,2,2,0,1,1,0,3,0,16,43,1
noun,4,2,2,4,3,0,55143498,677,13.2745098,2007,52.6332,1720,0.1913,3818,123.248,3747,0.1588,2573,73.0627,2395,0.2371,2.58,1.39,1,0,26,262,0.977099237,960.09375,430.5118602,-0.63164303,0.536928102,2241,374,1,515,1726,7,8,2,1,0,1,0,0,0,0,0,1,3
noun,45,3,7,12,6,0,313469591,2197,43.07843137,16225,425.4978,14737,1.6387,7417,239.4265,7304,0.3095,13759,390.6993,13230,1.3096,3.41,1.5,1,0,29,221,0.963800905,902.8920188,409.7071925,-0.760536833,0.420408488,3683,380,0.994736842,7194,-3511,3,6,1,1,0,1,0,0,0,0,0,24,2
verb,45,3,19,24,10,1,313469591,9574,187.7254902,16225,425.4978,14737,1.6387,7417,239.4265,7304,0.3095,13759,390.6993,13230,1.3096,3.41,1.5,1,0,29,221,0.963800905,902.8920188,409.7071925,-0.760536833,0.420408488,3683,380,0.994736842,7194,-3511,3,6,1,1,0,1,0,0,0,0,0,24,2
noun,6,5,6,7,4,0,46347305,196,3.843137255,2675,70.1514,2554,0.284,1224,39.5117,1218,0.0516,2076,58.9499,2059,0.2038,2.96,1.34,0.931034483,2,29,243,0.967078189,960.187234,511.2609674,-0.65603347,0.525462267,3354,403,1,863,2491,7,8,2,1,0,1,0,0,0,0,0,24,2
verb,22,2,12,20,9,1,6326394,2134,41.84313725,883,23.1565,864,0.0961,642,20.7243,630,0.0267,999,28.3675,970,0.096,2.31,1.14,1,0,29,259,0.903474903,1145.688034,918.3411529,-0.472836134,0.69838983,9105,380,0.997368421,4078,5027,6,9,2,1,0,1,0,0,0,0,0,6,3
noun,7,2,5,7,6,0,17476171,322,6.31372549,301,7.8937,273,0.0304,94,3.0344,93,0.0039,1388,39.4135,1302,0.1289,3.07,1.39,1,0,29,260,0.903846154,1098.965957,801.6132125,-0.511319792,0.669364188,9065,350,0.994285714,7741,1324,10,13,3,2,0,1,1,0,4,0,288,6,4
noun,3,3,1,3,1,0,561352,4,0.078431373,18,0.472,18,0.002,7,0.226,7,0.0003,22,0.6247,21,0.0021,4.11,1.15,1,0,27,274,0.850364964,1132.06867,629.2345202,-0.41189451,0.631757179,13676,402,0.985074627,14696,-1020,7,8,2,2,0,1,1,0,2,0,2274,6,3
number,2,3,0,0,0,0,44224906,5316,104.2352941,2611,68.473,2422,0.2693,783,25.2758,777,0.0329,8018,227.6784,7735,0.7657,3.72,1.62,1,0,29,221,0.995475113,926.2136364,390.3426721,-0.744137977,0.477579725,342,416,0.997596154,2384,-2042,5,8,2,1,0,1,0,0,0,0,0,10,0
number,2,3,0,0,0,0,2168961,293,5.745098039,212,5.5597,201,0.0224,62,2.0014,61,0.0026,58,1.647,57,0.0056,3.19,1.49,1,0,27,247,1,1085.17004,627.1145331,-0.503115667,0.598075883,112,425,0.992941176,8236,-8124,9,13,3,2,0,1,1,0,4,0,14,10,0
number,2,3,0,0,0,0,2611424,105,2.058823529,125,3.2781,120,0.0133,14,0.4519,14,0.0006,35,0.9939,35,0.0035,3.36,1.55,0.961538462,1,26,316,0.949367089,1268.826667,694.5825747,-0.383888987,0.548296075,5056,441,0.995464853,4830,226,7,10,3,2,0,1,1,0,3,0,580,10,0
determiner,3,4,0,0,0,0,107589584,1975,38.7254902,9835,257.9211,9387,1.0438,1465,47.2913,1459,0.0618,14216,403.6762,13933,1.3792,3,1.39,1,0,27,261,0.965517241,917.6825397,383.7521642,-0.689510537,0.457576271,3501,376,0.994680851,7347,-3846,7,10,3,1,0,1,0,0,0,0,0,2,1
adjective,6,3,5,0,0,0,18137877,480,9.411764706,862,22.6058,822,0.0914,332,10.7172,328,0.0139,1154,32.7689,1126,0.1115,2.43,1.1,0.965517241,1,29,259,0.8996139,1018.579399,539.8946289,-0.537002172,0.541208638,9483,441,0.995464853,4826,4657,6,9,2,1,0,1,0,0,0,0,0,5,3
adverb,3,3,3,0,0,0,3985192,153,3,377,9.8868,371,0.0413,99,3.1958,98,0.0042,426,12.0967,423,0.0419,1.76,1.12,1,0,29,272,0.900735294,1094.412245,668.3917613,-0.524340904,0.573413576,9372,439,0.986332574,14014,-4642,8,11,3,2,0,1,1,0,2,0,2898,5,3
noun,6,7,3,4,2,0,320105999,7726,151.4901961,3520,92.3114,2824,0.314,3868,124.862,3534,0.1497,2203,62.5562,1983,0.1963,4.1,0.94,1,0,29,232,0.99137931,891.7869565,523.4705589,-0.735676475,0.536146345,708,398,0.997487437,3236,-2528,3,7,1,1,0,1,0,0,0,0,0,29,2
adjective,3,1,1,0,0,1,33595660,1689,33.11764706,1798,47.1522,1550,0.1724,628,20.2723,616,0.0261,2172,61.6759,1990,0.197,2.5,1.33,0.928571429,2,28,229,0.973799127,868.9820628,275.6496824,-0.731137631,0.363683689,2633,404,0.997524752,2932,-299,6,12,3,2,0,1,1,0,2,0,1431,29,2
noun,1,3,1,1,1,0,5775359,158,3.098039216,335,8.7853,304,0.0338,87,2.8084,86,0.0036,177,5.0261,172,0.017,2.61,1.34,1,0,28,252,0.988095238,1081.176707,720.010322,-0.61491683,0.482538406,1006,408,0.99754902,2754,-1748,9,15,5,3,0,1,2,0,5,0,2011,29,4
adjective,2,7,1,0,0,2,56756180,1533,30.05882353,968,25.3856,883,0.0982,3768,121.634,3647,0.1545,367,10.4213,352,0.0348,2.64,1.6,1,0,25,217,1,830,295.3236454,-0.808687864,0.316671952,11,399,0.997493734,3190,-3179,4,8,2,2,0,1,1,0,1,0,2486,29,3
noun,11,3,5,8,3,0,6996835,295,5.784313725,952,24.966,852,0.0947,239,7.7151,233,0.0099,399,11.33,370,0.0366,3.38,1.27,1,0,26,229,0.96069869,1077.659091,776.3430885,-0.596809274,0.620438734,3972,400,0.995,6250,-2278,5,8,1,1,0,1,0,0,0,0,0,7,3
noun,12,3,4,9,3,0,15221952,999,19.58823529,1293,33.9087,1156,0.1285,458,14.7846,447,0.0189,468,13.2893,451,0.0446,4.54,0.64,1,0,28,217,0.976958525,911.6981132,417.6105846,-0.734684243,0.454689015,2273,433,0.995381062,4963,-2690,6,9,2,1,0,1,0,0,0,0,0,7,3
noun,15,2,6,6,1,0,6839319,270,5.294117647,1105,28.9784,1040,0.1156,1407,45.419,1320,0.0559,701,19.9055,690,0.0683,4.07,1.12,1,0,28,253,0.972332016,893.9390244,320.6447082,-0.690718972,0.496724008,2808,435,0.997701149,1782,1026,5,8,1,1,0,1,0,0,0,0,0,14,2
verb,15,2,6,9,3,0,6839319,1744,34.19607843,1105,28.9784,1040,0.1156,1407,45.419,1320,0.0559,701,19.9055,690,0.0683,4.07,1.12,1,0,28,253,0.972332016,893.9390244,320.6447082,-0.690718972,0.496724008,2808,435,0.997701149,1782,1026,5,8,1,1,0,1,0,0,0,0,0,14,1
adjective,6,7,0,0,0,2,4834372,300,5.882352941,433,11.3553,410,0.0456,146,4.713,145,0.0061,372,10.5633,365,0.0361,3.45,1.4,1,0,29,252,0.900793651,962.9118943,472.9449735,-0.615993592,0.507127715,9358,427,1,831,8527,7,9,2,1,0,1,0,0,0,0,0,5,3
noun,7,1,2,3,2,0,6785296,1959,38.41176471,1396,36.6099,1316,0.1463,1507,48.6471,1430,0.0606,582,16.5264,559,0.0553,2.24,1.46,1,0,29,265,0.973584906,899.0891473,417.3179929,-0.69596749,0.470108219,2661,381,0.992125984,9956,-7295,5,8,1,1,0,1,0,0,0,0,0,12,3
noun,11,6,8,8,5,0,25675227,1424,27.92156863,2764,72.4854,2553,0.2839,892,28.7944,867,0.0367,1539,43.7013,1497,0.1482,3.14,1.51,1,0,28,249,0.97188755,901.7107438,409.0021242,-0.707893627,0.486594323,2855,402,0.992537313,9089,-6234,5,8,1,1,0,1,0,0,0,0,0,9,1
verb,11,6,3,3,3,0,25675227,116,2.274509804,2764,72.4854,2553,0.2839,892,28.7944,867,0.0367,1539,43.7013,1497,0.1482,3.14,1.51,1,0,28,249,0.97188755,901.7107438,409.0021242,-0.707893627,0.486594323,2855,402,0.992537313,9089,-6234,5,8,1,1,0,1,0,0,0,0,0,9,3
adjective,2,3,1,0,0,0,10717999,32,0.62745098,761,19.9571,725,0.0806,192,6.1979,190,0.0081,287,8.1496,282,0.0279,2.56,1.34,1,0,32,237,0.932489451,990.7420814,441.3512634,-0.633655406,0.455878162,6588,430,0.997674419,1890,4698,6,9,1,1,0,1,0,0,0,0,0,9,3
noun,10,2,4,5,2,0,119294241,908,17.80392157,10107,265.0543,9429,1.0485,5602,180.8369,5515,0.2337,6261,177.7868,5487,0.5431,2.96,1.32,1,0,28,247,0.983805668,862.5596708,293.8368854,-0.787565928,0.415845405,1468,382,0.994764398,7118,-5650,5,7,1,1,0,1,0,0,0,0,0,7,2
verb,10,2,2,5,3,0,119294241,2636,51.68627451,10107,265.0543,9429,1.0485,5602,180.8369,5515,0.2337,6261,177.7868,5487,0.5431,2.96,1.32,1,0,28,247,0.983805668,862.5596708,293.8368854,-0.787565928,0.415845405,1468,382,0.994764398,7118,-5650,5,7,1,1,0,1,0,0,0,0,0,7,0
noun,1,3,1,1,1,0,4193216,27,0.529411765,74,1.9406,65,0.0072,33,1.0653,33,0.0014,309,8.7743,301,0.0298,3.72,1.33,1,0,29,243,0.843621399,1207.873171,669.7712761,-0.296352508,0.723428733,14244,426,0.995305164,5150,9094,11,14,3,3,0,2,1,0,2,0,2274,37,4
adjective,15,2,7,0,0,3,24904199,1025,20.09803922,1180,30.9453,1134,0.1261,483,15.5916,479,0.0203,1319,37.4542,1283,0.127,3.86,1.22,1,0,29,243,0.958847737,946.111588,527.0458868,-0.680224775,0.601901742,4148,389,1,486,3662,5,7,1,1,0,1,0,0,0,0,0,10,2
verb,2,2,0,3,0,0,537328,71,1.392156863,102,2.6749,98,0.0109,38,1.2267,38,0.0016,49,1.3914,48,0.0048,3.96,0.93,1,0,23,285,0.78245614,1142.690583,689.741,-0.425853854,0.642882319,19373,406,0.997536946,2837,16536,7,7,2,1,0,1,0,0,0,0,0,3,4
verb,6,3,4,4,3,0,6720397,359,7.039215686,768,20.1407,732,0.0814,250,8.0702,250,0.0106,541,15.3622,528,0.0523,4.55,0.95,1,0,29,362,0.759668508,1149,681.9752976,-0.453529987,0.617038001,21179,622,0.990353698,11042,10137,4,6,1,1,0,1,0,0,0,0,0,6,4
noun,3,1,0,3,1,0,8962638,680,13.33333333,760,19.9309,611,0.0679,289,9.3291,272,0.0115,225,6.3891,200,0.0198,4.9,0.41,1,0,29,242,0.987603306,944.6903766,592.046107,-0.6615854,0.593776712,1084,406,0.997536946,2833,-1749,5,7,1,1,0,1,0,0,0,0,0,7,0
