words,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_roots,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,root_famsize,lowest_level
detective,9,11,3,2,0,1,1,0,3,0,580,7,a2
develop,7,10,3,1,0,1,0,0,0,0,0,10,a2
device,6,10,2,1,0,1,0,0,0,0,0,1,a2
diary,5,10,3,1,0,1,0,0,0,0,0,1,a2
differently,11,12,#N/A,3,0,1,2,0,5,0,3362,12,a2
digital,7,13,3,2,0,1,1,0,2,0,1431,4,a2
direct,6,11,2,1,0,1,0,0,0,0,0,20,a2
direction,9,13,3,2,0,1,1,0,3,0,1599,20,a2
director,8,12,3,2,0,1,1,0,2,0,289,20,a2
disagree,8,12,3,2,1,1,0,3,0,296,0,10,a2
disappear,9,12,3,2,1,1,0,3,0,296,0,6,a2
disaster,8,12,3,1,0,1,0,0,0,0,0,3,a2
discover,8,10,3,1,0,1,0,0,0,0,0,5,a2
discovery,9,12,4,2,0,1,1,0,1,0,2486,5,a2
discussion,10,11,3,2,0,1,1,0,3,0,1599,2,a2
disease,7,9,2,1,0,1,0,0,0,0,0,1,a2
distance,8,10,2,1,0,1,0,0,0,0,0,2,a2
divorced,8,10,2,1,0,1,0,0,0,0,0,2,a2
document,8,#N/A,#N/A,1,0,1,0,0,0,0,0,3,a2
double,6,9,2,1,0,1,0,0,0,0,0,4,a2
drama,5,9,2,1,0,1,0,0,0,0,0,9,a2
drawing,7,10,2,1,0,1,0,0,0,0,0,10,a2
dream,5,8,1,1,0,1,0,0,0,0,0,18,a2
driving,7,11,2,1,0,1,0,0,0,0,0,6,a2
drop,4,7,1,1,0,1,0,0,0,0,0,13,a2
drug,4,7,1,1,0,1,0,0,0,0,0,3,a2
dry,3,8,1,1,0,1,0,0,0,0,0,6,a2
earn,4,6,1,1,0,1,0,0,0,0,0,3,a2
earth,5,6,1,1,0,1,0,0,0,0,0,20,a2
easily,6,9,3,3,0,1,2,0,3,0,5384,15,a2
education,9,17,2,2,0,1,1,0,3,0,1599,13,a2
effect,6,8,2,2,1,1,0,1,0,96,0,59,a2
either,6,8,2,1,0,1,0,0,0,0,0,1,a2
electric,8,11,3,2,0,1,1,0,2,0,1014,28,a2
electrical,10,14,4,3,0,1,2,0,4,0,2445,28,a2
electricity,11,15,#N/A,3,0,1,2,0,5,0,1594,28,a2
electronic,10,14,4,3,0,1,2,0,4,0,1034,28,a2
employ,6,10,2,1,0,1,0,0,0,0,0,9,a2
employee,8,12,3,2,0,1,1,0,2,0,48,9,a2
employer,8,11,3,2,0,1,1,0,2,0,2274,9,a2
empty,5,8,2,1,0,1,0,0,0,0,0,5,a2
ending,6,8,2,1,0,1,0,0,0,0,0,13,a2
energy,6,10,3,2,0,1,1,0,1,0,2486,4,a2
engine,6,10,2,1,0,1,0,0,0,0,0,2,a2
engineer,8,14,3,2,0,1,1,0,3,0,18,2,a2
enormous,8,10,3,1,0,1,0,0,0,0,0,4,a2
enter,5,7,2,1,0,1,0,0,0,0,0,7,a2
environment,11,16,#N/A,2,0,1,1,0,4,0,288,6,a2
equipment,9,12,3,2,0,1,1,0,4,0,288,3,a2
error,5,6,2,2,0,1,1,0,2,0,289,11,a2
especially,10,13,4,3,1,1,1,1,2,96,2898,8,a2
essay,5,#N/A,#N/A,1,0,1,0,0,0,0,0,2,a2
everyday,8,12,3,2,0,2,0,0,0,0,0,41,a2
everywhere,10,12,3,2,0,2,0,0,0,0,0,25,a2
evidence,8,10,3,1,0,1,0,0,0,0,0,2,a2
exact,5,9,2,1,0,1,0,0,0,0,0,8,a2
exactly,7,11,3,2,0,1,1,0,2,0,2898,8,a2
excellent,9,11,3,2,0,1,1,0,3,0,464,6,a2
except,6,9,2,2,1,1,0,2,0,142,0,48,a2
exist,5,9,2,1,0,1,0,0,0,0,0,10,a2
expect,6,10,2,1,0,1,0,0,0,0,0,10,a2
experience,10,15,4,1,0,1,0,0,0,0,0,4,a2
experiment,10,14,4,1,0,1,0,0,0,0,0,6,a2
expert,6,10,2,1,0,1,0,0,0,0,0,6,a2
explanation,11,16,4,2,0,1,1,0,3,0,1599,11,a2
express,7,10,2,2,1,1,0,2,0,142,0,73,a2
expression,10,12,3,3,1,1,1,2,3,142,1599,73,a2
extreme,7,11,2,1,0,1,0,0,0,0,0,5,a2
extremely,9,13,3,2,0,1,1,0,2,0,2898,5,a2
factor,6,8,2,2,0,1,1,0,2,0,289,25,a2
factory,7,11,3,2,0,1,1,0,3,0,356,25,a2
fail,4,8,1,1,0,1,0,0,0,0,0,5,a2
fair,4,7,1,1,0,1,0,0,0,0,0,18,a2
fan,3,6,1,1,0,1,0,0,0,0,0,3,a2
farming,7,9,2,1,0,1,0,0,0,0,0,8,a2
fashion,7,8,2,1,0,1,0,0,0,0,0,4,a2
fear,4,7,1,1,0,1,0,0,0,0,0,9,a2
feature,7,10,2,1,0,1,0,0,0,0,0,2,a2
feed,4,7,1,1,0,1,0,0,0,0,0,8,a2
female,6,11,2,1,0,1,0,0,0,0,0,1,a2
fiction,7,9,2,2,0,1,1,0,3,0,1599,8,a2
field,5,8,1,1,0,1,0,0,0,0,0,21,a2
fight,5,8,1,1,0,1,0,0,0,0,0,12,a2
figure,6,7,2,1,0,1,0,0,0,0,0,14,a2
finally,7,12,3,2,0,1,1,0,2,0,2898,8,a2
finger,6,8,2,1,0,1,0,0,0,0,0,9,a2
firstly,7,10,2,2,0,1,1,0,2,0,2898,5,a2
fishing,7,8,2,1,0,1,0,0,0,0,0,31,a2
fit,3,6,1,1,0,1,0,0,0,0,0,15,a2
fix,3,7,1,1,0,1,0,0,0,0,0,12,a2
flu,3,7,1,1,0,1,0,0,0,0,0,16,a2
flying,6,10,2,1,0,1,0,0,0,0,0,27,a2
focus,5,10,2,2,0,1,1,0,2,0,27,6,a2
following,9,11,3,1,0,1,0,0,0,0,0,3,a2
foreign,7,8,2,1,0,1,0,0,0,0,0,2,a2
forest,6,9,2,1,0,1,0,0,0,0,0,15,a2
fork,4,7,1,1,0,1,0,0,0,0,0,5,a2
formal,6,10,2,1,0,1,0,0,0,0,0,10,a2
fortunately,11,15,#N/A,3,0,1,2,0,5,0,3835,6,a2
forward,7,9,2,1,0,1,0,0,0,0,0,7,a2
fresh,5,7,1,1,0,1,0,0,0,0,0,14,a2
fridge,6,9,#N/A,1,0,1,0,0,0,0,0,1,a2
frog,4,7,1,1,0,1,0,0,0,0,0,7,a2
furniture,9,12,3,1,0,1,0,0,0,0,0,1,a2
further,7,8,2,1,0,1,0,0,0,0,0,4,a2
gallery,7,9,3,1,0,1,0,0,0,0,0,1,a2
gap,3,6,1,1,0,1,0,0,0,0,0,2,a2
gas,3,6,1,1,0,1,0,0,0,0,0,17,a2
gate,4,8,1,1,0,1,0,0,0,0,0,14,a2
general,7,13,3,2,0,1,1,0,2,0,1431,20,a2
gift,4,7,1,1,0,1,0,0,0,0,0,1,a2
goal,4,8,1,1,0,1,0,0,0,0,0,5,a2
god,3,6,1,1,0,1,0,0,0,0,0,26,a2
gold,4,9,1,1,0,1,0,0,0,0,0,7,a2
golf,4,7,1,1,0,1,0,0,0,0,0,2,a2
government,10,12,3,2,0,1,1,0,4,0,288,14,a2
grass,5,8,1,1,0,1,0,0,0,0,0,9,a2
greet,5,8,1,1,0,1,0,0,0,0,0,1,a2
ground,6,10,1,1,0,1,0,0,0,0,0,21,a2
guest,5,7,1,1,0,1,0,0,0,0,0,3,a2
guide,5,8,1,1,0,1,0,0,0,0,0,8,a2
gun,3,6,1,1,0,1,0,0,0,0,0,29,a2
guy,3,7,1,1,0,1,0,0,0,0,0,1,a2
habit,5,8,2,1,0,1,0,0,0,0,0,17,a2
hall,4,7,1,1,0,1,0,0,0,0,0,7,a2
happily,7,9,3,2,0,1,1,0,2,0,2898,11,a2
headache,8,10,2,2,0,2,0,0,0,0,0,108,a2
heart,5,7,1,1,0,1,0,0,0,0,0,40,a2
heat,4,7,1,1,0,1,0,0,0,0,0,10,a2
heavy,5,7,2,1,0,1,0,0,0,0,0,6,a2
height,6,8,1,1,0,1,0,0,0,0,0,2,a2
helpful,7,11,2,2,0,1,1,0,3,0,343,10,a2
hero,4,11,2,1,0,1,0,0,0,0,0,7,a2
hers,4,7,1,1,0,1,0,0,0,0,0,1,a2
herself,7,10,2,2,0,2,0,0,0,0,0,25,a2
hide,4,8,1,1,0,1,0,0,0,0,0,8,a2
hill,4,6,1,1,0,1,0,0,0,0,0,14,a2
himself,7,10,2,2,0,2,0,0,0,0,0,25,a2
hit,3,6,1,1,0,1,0,0,0,0,0,5,a2
hockey,6,7,2,1,0,1,0,0,0,0,0,1,a2
hold,4,9,1,1,0,1,0,0,0,0,0,30,a2
hole,4,8,1,1,0,1,0,0,0,0,0,26,a2
huge,4,10,1,1,0,1,0,0,0,0,0,5,a2
human,5,10,2,1,0,1,0,0,0,0,0,18,a2
hurt,4,7,1,1,0,1,0,0,0,0,0,5,a2
ideal,5,11,3,1,0,1,0,0,0,0,0,8,a2
identify,8,16,4,2,0,1,1,0,3,0,153,7,a2
ill,3,5,1,1,0,1,0,0,0,0,0,2,a2
illness,7,8,2,2,0,1,1,0,4,0,1243,2,a2
image,5,9,2,1,0,1,0,0,0,0,0,2,a2
immediately,11,13,5,2,0,1,1,0,2,0,2898,3,a2
impossible,10,13,4,2,1,1,0,2,0,658,0,6,a2
included,8,12,3,2,1,1,0,2,0,358,0,19,a2
including,9,12,3,2,1,1,0,2,0,358,0,19,a2
increase,8,#N/A,#N/A,2,1,1,0,2,0,358,0,4,a2
incredible,10,14,4,3,1,1,1,2,4,658,872,12,a2
independent,11,15,4,4,2,1,1,4,3,933,464,34,a2
individual,10,18,5,3,1,1,1,2,2,658,1431,25,a2
industry,8,12,3,1,0,1,0,0,0,0,0,10,a2
informal,8,12,3,2,1,1,0,2,0,658,0,10,a2
injury,6,11,3,2,0,1,1,0,1,0,2486,5,a2
insect,6,9,2,1,0,1,0,0,0,0,0,5,a2
inside,6,#N/A,#N/A,2,1,1,0,2,0,358,0,58,a2
instead,7,9,2,1,0,1,0,0,0,0,0,1,a2
instruction,11,13,3,3,1,1,1,2,3,358,1599,36,a2
instructor,10,12,3,3,1,1,1,2,2,358,289,36,a2
instrument,10,13,3,1,0,1,0,0,0,0,0,6,a2
intelligent,11,15,4,2,0,1,1,0,3,0,464,8,a2
international,13,16,#N/A,3,1,1,1,5,2,114,1431,23,a2
introduction,12,15,4,3,1,1,1,5,3,13,1599,67,a2
invent,6,9,2,2,1,1,0,2,0,358,0,10,a2
invention,9,11,3,3,1,1,1,2,3,358,1599,10,a2
invitation,10,14,4,2,0,1,1,0,3,0,1599,6,a2
invite,6,#N/A,#N/A,1,0,1,0,0,0,0,0,6,a2
involve,7,9,2,2,1,1,0,2,0,358,0,18,a2
item,4,9,2,1,0,1,0,0,0,0,0,3,a2
itself,6,9,2,2,0,2,0,0,0,0,0,30,a2
jam,3,8,1,1,0,1,0,0,0,0,0,5,a2
jazz,4,8,1,1,0,1,0,0,0,0,0,5,a2
jewellery,9,13,#N/A,2,0,1,1,0,3,0,356,4,a2
joke,4,10,1,1,0,1,0,0,0,0,0,3,a2
journalist,10,15,3,3,0,1,2,0,5,0,1893,10,a2
jump,4,9,1,1,0,1,0,0,0,0,0,7,a2
kid,3,6,1,1,0,1,0,0,0,0,0,1,a2
kill,4,6,1,1,0,1,0,0,0,0,0,9,a2
king,4,6,1,1,0,1,0,0,0,0,0,13,a2
knee,4,6,1,1,0,1,0,0,0,0,0,2,a2
knife,5,8,1,1,0,1,0,0,0,0,0,3,a2
knock,5,6,1,1,0,1,0,0,0,0,0,7,a2
knowledge,9,10,2,2,0,2,0,0,0,0,0,29,a2
lab,3,6,1,1,0,1,0,0,0,0,0,1,a2
lady,4,9,2,1,0,1,0,0,0,0,0,8,a2
lake,4,8,1,1,0,1,0,0,0,0,0,1,a2
lamp,4,7,1,1,0,1,0,0,0,0,0,9,a2
laughter,8,9,2,1,0,1,0,0,0,0,0,1,a2
law,3,6,1,1,0,1,0,0,0,0,0,18,a2
lawyer,6,8,2,2,0,1,1,0,2,0,2274,18,a2
lazy,4,9,2,1,0,1,0,0,0,0,0,6,a2
lead,4,#N/A,#N/A,1,0,1,0,0,0,0,0,10,a2
leader,6,8,2,2,0,1,1,0,2,0,2274,10,a2
learning,8,9,2,1,0,1,0,0,0,0,0,7,a2
least,5,8,1,1,0,1,0,0,0,0,0,3,a2
lecture,7,10,2,2,0,1,1,0,3,0,98,12,a2
lemon,5,8,2,1,0,1,0,0,0,0,0,2,a2
lend,4,7,1,1,0,1,0,0,0,0,0,3,a2
less,4,6,1,1,0,1,0,0,0,0,0,11,a2
level,5,9,2,1,0,1,0,0,0,0,0,2,a2
lift,4,7,1,1,0,1,0,0,0,0,0,10,a2
likely,6,10,2,2,0,1,1,0,2,0,2898,74,a2
link,4,7,1,1,0,1,0,0,0,0,0,7,a2
listener,8,9,3,2,0,1,1,0,2,0,2274,2,a2
lock,4,6,1,1,0,1,0,0,0,0,0,23,a2
lorry,5,7,2,1,0,1,0,0,0,0,0,1,a2
lost,4,7,1,1,0,1,0,0,0,0,0,1,a2
loud,4,8,1,1,0,1,0,0,0,0,0,9,a2
loudly,6,10,2,2,0,1,1,0,2,0,2898,9,a2
lovely,6,8,2,2,0,1,1,0,2,0,2898,20,a2
low,3,7,1,1,0,1,0,0,0,0,0,15,a2
luck,4,6,1,1,0,1,0,0,0,0,0,10,a2
lucky,5,7,2,2,0,1,1,0,1,0,2486,10,a2
mail,4,8,1,1,0,1,0,0,0,0,0,10,a2
major,5,11,2,1,0,1,0,0,0,0,0,3,a2
male,4,8,1,1,0,1,0,0,0,0,0,7,a2
manage,6,10,2,1,0,1,0,0,0,0,0,12,a2
manager,7,11,3,2,0,1,1,0,2,0,2274,12,a2
manner,6,7,2,1,0,1,0,0,0,0,0,6,a2
mark,4,7,1,1,0,1,0,0,0,0,0,29,a2
marry,5,7,2,1,0,1,0,0,0,0,0,4,a2
material,8,14,4,1,0,1,0,0,0,0,0,9,a2
mathematics,11,14,4,1,0,1,0,0,0,0,0,1,a2
maths,5,#N/A,#N/A,1,0,1,0,0,0,0,0,1,a2
matter,6,7,2,1,0,1,0,0,0,0,0,2,a2
media,5,10,3,1,0,1,0,0,0,0,0,1,a2
medical,7,11,3,2,0,1,1,0,2,0,1431,8,a2
medicine,8,9,3,1,0,1,0,0,0,0,0,3,a2
memory,6,10,3,2,0,1,1,0,1,0,2486,11,a2
mention,7,9,2,1,0,1,0,0,0,0,0,5,a2
metal,5,9,1,1,0,1,0,0,0,0,0,10,a2
method,6,8,2,1,0,1,0,0,0,0,0,9,a2
middle,6,9,2,1,0,1,0,0,0,0,0,6,a2
might,5,8,1,1,0,1,0,0,0,0,0,6,a2
mind,4,9,1,1,0,1,0,0,0,0,0,16,a2
mine,4,8,1,1,0,1,0,0,0,0,0,10,a2
mirror,6,7,2,1,0,1,0,0,0,0,0,1,a2
missing,7,8,2,1,0,1,0,0,0,0,0,11,a2
mobile,6,#N/A,#N/A,1,0,1,0,0,0,0,0,12,a2
monkey,6,8,2,1,0,1,0,0,0,0,0,1,a2
moon,4,7,1,1,0,1,0,0,0,0,0,15,a2
mostly,6,11,2,2,0,1,1,0,2,0,2898,19,a2
motorcycle,10,18,4,2,0,2,0,0,0,0,0,31,a2
movement,8,11,2,2,0,1,1,0,4,0,288,17,a2
musical,7,13,3,2,0,1,1,0,2,0,1431,8,a2
musician,8,12,3,2,0,1,1,0,3,0,174,8,a2
myself,6,11,2,2,0,2,0,0,0,0,0,26,a2
narrow,6,9,2,1,0,1,0,0,0,0,0,5,a2
national,8,11,3,2,0,1,1,0,2,0,1431,23,a2
nature,6,11,2,1,0,1,0,0,0,0,0,22,a2
nearly,6,9,2,2,0,1,1,0,2,0,2898,10,a2
necessary,9,11,4,2,0,1,1,0,3,0,356,8,a2
neck,4,6,1,1,0,1,0,0,0,0,0,18,a2
neither,7,9,2,1,0,1,0,0,0,0,0,1,a2
nervous,7,9,2,2,0,1,1,0,4,0,617,9,a2
network,7,10,2,2,0,2,0,0,0,0,0,92,a2
noise,5,8,1,1,0,1,0,0,0,0,0,9,a2
noisy,5,9,2,2,0,1,1,0,1,0,2486,9,a2
none,4,#N/A,#N/A,1,0,1,0,0,0,0,0,2,a2
normal,6,10,2,2,0,1,1,0,2,0,1431,14,a2
normally,8,11,3,3,0,1,2,0,4,0,4329,14,a2
notice,6,10,2,1,0,1,0,0,0,0,0,4,a2
novel,5,9,2,1,0,1,0,0,0,0,0,7,a2
nowhere,7,11,2,2,0,2,0,0,0,0,0,25,a2
nut,3,6,1,1,0,1,0,0,0,0,0,21,a2
ocean,5,9,2,1,0,1,0,0,0,0,0,8,a2
offer,5,6,2,1,0,1,0,0,0,0,0,1,a2
officer,7,8,3,2,0,1,1,0,2,0,2274,9,a2
oil,3,7,1,1,0,1,0,0,0,0,0,15,a2
onto,4,7,2,2,1,1,0,2,0,7,0,10,a2
opportunity,11,14,#N/A,2,0,1,1,0,3,0,580,9,a2
option,6,8,2,1,0,1,0,0,0,0,0,1,a2
ordinary,8,11,4,2,0,1,1,0,3,0,356,22,a2
organization,12,#N/A,#N/A,3,0,1,2,0,6,0,2029,19,a2
organize,8,#N/A,#N/A,2,0,1,1,0,3,0,430,19,a2
original,8,14,4,2,0,1,1,0,2,0,1431,9,a2
ourselves,9,13,2,2,0,2,0,0,0,0,0,25,a2
oven,4,7,2,1,0,1,0,0,0,0,0,2,a2
owner,5,8,2,2,0,1,1,0,2,0,2274,9,a2
pack,4,6,1,1,0,1,0,0,0,0,0,11,a2
pain,4,8,1,1,0,1,0,0,0,0,0,9,a2
painter,7,10,2,2,0,1,1,0,2,0,2274,9,a2
palace,6,8,2,1,0,1,0,0,0,0,0,3,a2
pants,5,9,1,1,0,1,0,0,0,0,0,5,a2
parking,7,9,2,1,0,1,0,0,0,0,0,7,a2
particular,10,12,4,2,0,1,1,0,2,0,129,9,a2
pass,4,7,1,1,0,1,0,0,0,0,0,15,a2
passenger,9,12,3,1,0,1,0,0,0,0,0,1,a2
patient,7,11,2,1,0,1,0,0,0,0,0,5,a2
pattern,7,8,2,1,0,1,0,0,0,0,0,1,a2
peace,5,7,1,1,0,1,0,0,0,0,0,10,a2
penny,5,7,2,1,0,1,0,0,0,0,0,8,a2
per,3,6,1,1,0,1,0,0,0,0,0,1,a2
perform,7,9,2,1,0,1,0,0,0,0,0,4,a2
perhaps,7,9,2,1,0,1,0,0,0,0,0,1,a2
permission,10,10,3,2,0,1,1,0,3,0,1599,8,a2
personality,11,15,#N/A,3,0,1,2,0,5,0,2011,24,a2
pet,3,6,1,1,0,1,0,0,0,0,0,4,a2
petrol,6,10,1,1,0,1,0,0,0,0,0,2,a2
physical,8,11,3,3,0,1,2,0,4,0,2445,29,a2
physics,7,9,2,2,0,1,1,0,3,0,34,29,a2
pick,4,6,1,1,0,1,0,0,0,0,0,18,a2
pilot,5,10,2,1,0,1,0,0,0,0,0,2,a2
planet,6,9,2,1,0,1,0,0,0,0,0,6,a2
plastic,7,11,2,1,0,1,0,0,0,0,0,4,a2
plate,5,9,1,1,0,1,0,0,0,0,0,12,a2
platform,8,11,2,1,0,1,0,0,0,0,0,1,a2
pleased,7,9,#N/A,1,0,1,0,0,0,0,0,17,a2
pocket,6,8,2,1,0,1,0,0,0,0,0,4,a2
polite,6,10,2,1,0,1,0,0,0,0,0,8,a2
pollution,9,11,3,2,0,1,1,0,3,0,1599,3,a2
pop,3,6,1,1,0,1,0,0,0,0,0,4,a2
population,10,16,4,3,0,1,2,0,6,0,2536,19,a2
position,8,10,3,2,0,1,1,0,3,0,1599,17,a2
possession,10,10,3,2,0,1,1,0,3,0,1599,12,a2
possibility,11,14,#N/A,2,0,1,1,0,3,0,580,6,a2
poster,6,10,2,2,0,1,1,0,2,0,2274,23,a2
power,5,8,2,1,0,1,0,0,0,0,0,19,a2
predict,7,10,2,2,1,1,0,3,0,135,0,39,a2
president,9,12,2,2,0,1,1,0,3,0,464,4,a2
prevent,7,10,2,1,0,1,0,0,0,0,0,5,a2
print,5,8,1,1,0,1,0,0,0,0,0,16,a2
printer,7,9,2,2,0,1,1,0,2,0,2274,16,a2
prison,6,9,2,1,0,1,0,0,0,0,0,4,a2
prize,5,9,1,1,0,1,0,0,0,0,0,4,a2
process,7,#N/A,#N/A,2,1,1,0,3,0,119,0,23,a2
produce,7,#N/A,#N/A,2,1,1,0,3,0,119,0,67,a2
professional,12,14,4,3,0,1,2,0,5,0,3030,12,a2
professor,9,10,3,2,0,1,1,0,2,0,289,12,a2
profile,7,13,2,1,0,1,0,0,0,0,0,1,a2
program,7,12,2,1,0,1,0,0,0,0,0,2,a2
progress,8,#N/A,#N/A,2,1,1,0,3,0,119,0,26,a2
promise,7,9,2,1,0,1,0,0,0,0,0,4,a2
pronounce,9,12,2,1,0,1,0,0,0,0,0,7,a2
protect,7,10,2,1,0,1,0,0,0,0,0,12,a2
provide,7,11,2,2,1,1,0,3,0,119,0,14,a2
pub,3,6,1,1,0,1,0,0,0,0,0,2,a2
public,6,9,2,1,0,1,0,0,0,0,0,7,a2
publish,7,9,2,1,0,1,0,0,0,0,0,3,a2
pull,4,6,1,1,0,1,0,0,0,0,0,5,a2
purpose,7,9,2,1,0,1,0,0,0,0,0,9,a2
push,4,6,1,1,0,1,0,0,0,0,0,8,a2
quality,7,10,3,2,0,1,1,0,1,0,2486,3,a2
quantity,8,11,3,2,0,1,1,0,3,0,580,7,a2
queen,5,8,1,1,0,1,0,0,0,0,0,4,a2
quietly,7,13,3,2,0,1,1,0,2,0,2898,11,a2
race,4,8,1,1,0,1,0,0,0,0,0,23,a2
railway,7,12,2,2,0,2,0,0,0,0,0,75,a2
raise,5,8,1,1,0,1,0,0,0,0,0,3,a2
rate,4,8,1,1,0,1,0,0,0,0,0,8,a2
rather,6,8,2,1,0,1,0,0,0,0,0,1,a2
reach,5,9,1,1,0,1,0,0,0,0,0,3,a2
react,5,8,2,2,1,1,0,2,0,499,0,59,a2
realize,7,#N/A,#N/A,1,0,1,0,0,0,0,0,3,a2
receive,7,9,2,2,1,1,0,2,0,499,0,20,a2
recent,6,10,2,1,0,1,0,0,0,0,0,3,a2
recently,8,12,3,2,0,1,1,0,2,0,2898,3,a2
reception,9,11,3,3,1,1,1,2,3,499,1599,48,a2
recipe,6,11,3,1,0,1,0,0,0,0,0,1,a2
recognize,9,#N/A,#N/A,2,1,1,0,2,0,499,0,9,a2
recommend,9,12,3,1,0,1,0,0,0,0,0,2,a2
record,6,#N/A,#N/A,1,0,1,0,0,0,0,0,3,a2
recording,9,11,3,1,0,1,0,0,0,0,0,3,a2
recycle,7,13,3,2,1,1,0,2,0,499,0,19,a2
reduce,6,10,2,2,1,1,0,2,0,499,0,67,a2
refer,5,8,1,1,0,1,0,0,0,0,0,7,a2
refuse,6,#N/A,#N/A,2,1,1,0,2,0,499,0,22,a2
region,6,11,2,1,0,1,0,0,0,0,0,4,a2
regular,7,11,3,2,0,1,1,0,2,0,129,13,a2
relationship,12,16,4,3,0,1,2,0,7,0,1675,19,a2
remove,6,9,2,2,1,1,0,2,0,499,0,17,a2
repair,6,#N/A,#N/A,2,1,1,0,2,0,499,0,13,a2
replace,7,11,2,2,1,1,0,2,0,499,0,21,a2
reply,5,10,2,1,0,1,0,0,0,0,0,1,a2
reporter,8,10,3,3,1,1,1,2,2,499,2274,40,a2
request,7,10,2,2,1,1,0,2,0,499,0,6,a2
research,8,#N/A,#N/A,2,1,1,0,2,0,499,0,7,a2
researcher,10,12,3,3,1,1,1,2,2,499,2274,7,a2
respond,7,10,2,1,0,1,0,0,0,0,0,2,a2
response,8,10,2,1,0,1,0,0,0,0,0,5,a2
rest,4,7,1,1,0,1,0,0,0,0,0,11,a2
review,6,#N/A,#N/A,2,1,1,0,2,0,499,0,10,a2
ring,4,6,1,1,0,1,0,0,0,0,0,11,a2
rise,4,8,1,1,0,1,0,0,0,0,0,5,a2
rock,4,6,1,1,0,1,0,0,0,0,0,16,a2
role,4,8,1,1,0,1,0,0,0,0,0,2,a2
roof,4,7,1,1,0,1,0,0,0,0,0,6,a2
round,5,9,1,1,0,1,0,0,0,0,0,11,a2
route,5,7,1,1,0,1,0,0,0,0,0,1,a2
rubbish,7,8,2,1,0,1,0,0,0,0,0,2,a2
rude,4,7,1,1,0,1,0,0,0,0,0,5,a2
runner,6,7,2,2,0,1,1,0,2,0,2274,17,a2
running,7,8,2,1,0,1,0,0,0,0,0,17,a2
sadly,5,8,2,2,0,1,1,0,2,0,2898,6,a2
safe,4,8,1,1,0,1,0,0,0,0,0,12,a2
sail,4,8,1,1,0,1,0,0,0,0,0,6,a2
sailing,7,10,2,1,0,1,0,0,0,0,0,6,a2
salary,6,9,3,1,0,1,0,0,0,0,0,1,a2
sale,4,8,1,1,0,1,0,0,0,0,0,13,a2
sauce,5,7,1,1,0,1,0,0,0,0,0,9,a2
save,4,8,1,1,0,1,0,0,0,0,0,5,a2
scared,6,9,#N/A,1,0,1,0,0,0,0,0,7,a2
scary,5,10,2,2,0,1,1,0,1,0,2486,7,a2
scene,5,7,1,1,0,1,0,0,0,0,0,5,a2
schedule,8,10,2,1,0,1,0,0,0,0,0,1,a2
score,5,7,1,1,0,1,0,0,0,0,0,7,a2
screen,6,9,1,1,0,1,0,0,0,0,0,6,a2
search,6,9,1,1,0,1,0,0,0,0,0,7,a2
season,6,9,2,1,0,1,0,0,0,0,0,7,a2
seat,4,7,1,1,0,1,0,0,0,0,0,4,a2
secondly,8,11,3,2,0,1,1,0,2,0,2898,7,a2
secret,6,#N/A,#N/A,1,0,1,0,0,0,0,0,3,a2
secretary,9,12,4,1,0,1,0,0,0,0,0,3,a2
seem,4,7,1,1,0,1,0,0,0,0,0,3,a2
sense,5,7,1,1,0,1,0,0,0,0,0,46,a2
separate,8,#N/A,#N/A,2,0,1,1,0,3,0,937,13,a2
series,6,10,2,1,0,1,0,0,0,0,0,1,a2
serious,7,11,3,1,0,1,0,0,0,0,0,3,a2
serve,5,7,1,1,0,1,0,0,0,0,0,43,a2
service,7,9,2,2,0,1,1,0,3,0,16,43,a2
several,7,10,3,1,0,1,0,0,0,0,0,2,a2
shake,5,8,1,1,0,1,0,0,0,0,0,14,a2
shall,5,6,1,1,0,1,0,0,0,0,0,1,a2
shape,5,8,1,1,0,1,0,0,0,0,0,9,a2
sheet,5,7,1,1,0,1,0,0,0,0,0,6,a2
ship,4,6,1,1,0,1,0,0,0,0,0,35,a2
absolutely,10,14,4,2,0,1,1,0,2,0,2898,5,b1
academic,8,12,4,2,0,1,1,0,2,0,1014,5,b1
access,6,8,2,1,0,1,0,0,0,0,0,8,b1
accommodation,13,16,5,2,0,1,1,0,3,0,1599,2,b1
account,7,10,2,1,0,1,0,0,0,0,0,8,b1
achievement,11,14,#N/A,2,0,1,1,0,4,0,288,6,b1
ad,2,5,#N/A,1,0,1,0,0,0,0,0,2,b1
addition,8,9,3,2,0,1,1,0,3,0,1599,5,b1
admire,6,11,2,1,0,1,0,0,0,0,0,6,b1
admit,5,8,2,1,0,1,0,0,0,0,0,9,b1
advanced,8,10,2,1,0,1,0,0,0,0,0,2,b1
advise,6,10,2,1,0,1,0,0,0,0,0,12,b1
afford,6,8,2,1,0,1,0,0,0,0,0,1,b1
aged,4,#N/A,#N/A,1,0,1,0,0,0,0,0,7,b1
agent,5,12,2,1,0,1,0,0,0,0,0,3,b1
agreement,9,12,3,2,0,1,1,0,4,0,288,10,b1
ahead,5,7,2,1,0,1,0,0,0,0,0,1,b1
aim,3,7,1,1,0,1,0,0,0,0,0,4,b1
alarm,5,8,2,1,0,1,0,0,0,0,0,3,b1
